CROC 1H,Hrs_On,Oil_BBL,Gas_MCF,Water_BBL,Tubing_PSI,Casing_PSI,Remarks,Date
,24:00:00,26,24,43,150,70,,5/17/2018
,24:00:00,28.27,21,52,150,70,,5/18/2018
,24:00:00,31.6,25,55,150,70,,5/19/2018
,24:00:00,33.26,25,53,150,70,,5/20/2018
,24:00:00,33.27,25,50,150,70,,5/21/2018
,24:00:00,33.26,25,47,150,70,,5/22/2018
,24:00:00,27.85,25,45,150,70,,5/23/2018
,24:00:00,32.62,21,45,150,70,,5/24/2018
,24:00:00,33.26,21,48,150,70,,5/25/2018
,24:00:00,33.28,21,52,150,70,,5/26/2018
,24:00:00,29.94,25,52,150,70,,5/27/2018
,24:00:00,32.75,25,49,150,70,,5/28/2018
,24:00:00,34.92,26,38,150,70,,5/29/2018
,24:00:00,38.25,22,45,150,70,bridle broke/polish rod bent,5/30/2018
,0:00:00,0,22,0,150,70,polish rod and bridle replaced unit restarted at 2pm,5/31/2018
,17:00:00,33.28,20,50,150,70,,6/1/2018
,24:00:00,34.93,25,45,150,70,,6/2/2018
,24:00:00,39.97,25,48,150,70,,6/3/2018
,24:00:00,34.93,21,40,150,70,,6/4/2018
,24:00:00,34.95,22,42,150,70,Chem Treated (6/4),6/5/2018
,24:00:00,34.96,11.9,43,150,70,,6/6/2018
,24:00:00,37.58,20,48,150,70,hot oiled casing and flowline,6/7/2018
,24:00:00,33.29,24,47,150,70,,6/8/2018
,24:00:00,34.93,27,47,150,70,,6/9/2018
,24:00:00,36.59,28,40,150,70,,6/10/2018
,24:00:00,41.58,28,40,150,70,,6/11/2018
,24:00:00,43.26,28,38,150,70,,6/12/2018
,24:00:00,44.71,28,45,150,70,,6/13/2018
,24:00:00,39.92,25,45,150,70,,6/15/2018
,24:00:00,35.77,25,38,150,70,,6/16/2018
,24:00:00,41.58,29,37,150,70,,6/17/2018
,24:00:00,39.92,29,35,150,70,,6/18/2018
,24:00:00,39.92,25,38,150,70,,6/19/2018
,24:00:00,41.69,29,32,150,70,,6/20/2018
,24:00:00,39.5,25,35,150,70,,6/21/2018
,24:00:00,43.24,24,37,150,70,,6/22/2018
,24:00:00,39.92,25,38,150,70,,6/23/2018
,24:00:00,43.27,29,37,150,70,,6/24/2018
,24:00:00,49.41,30,18,150,70,,6/25/2018
,24:00:00,40.53,30,32,150,70,,6/26/2018
,24:00:00,43.25,30,25,150,70,,6/27/2018
,24:00:00,43.25,30,30,150,70,,6/28/2018
,24:00:00,44.91,29,30,150,70,,6/29/2018
,0:00:00,41.59,24,33,150,70,,6/30/2018
,24:00:00,44.49,28,37,150,70,,7/1/2018
,24:00:00,46.7,28,20,150,70,,7/2/2018
,24:00:00,40.37,28,28,150,70,,7/3/2018
,24:00:00,42.06,28,42,150,70,chem treated,7/4/2018
,24:00:00,41.59,28,33,150,70,,7/5/2018
,24:00:00,41.58,28,32,150,70,,7/6/2018
,24:00:00,41.65,28,30,150,70,,7/7/2018
,24:00:00,41.58,29,30,140,70,,7/8/2018
,24:00:00,41.97,28,30,140,70,,7/9/2018
,24:00:00,46.58,30,30,140,70,,7/10/2018
,24:00:00,48.27,28,20,150,70,,7/11/2018
,24:00:00,49.93,31,27,150,70,,7/12/2018
,24:00:00,44.9,48,44,150,70,,7/13/2018
,24:00:00,44.9,28,22,150,70,,7/14/2018
,24:00:00,44.74,28,25,150,70,,7/15/2018
,24:00:00,41.58,29,30,150,70,,7/16/2018
,24:00:00,41.58,30,40,150,70,,7/17/2018
,24:00:00,41.46,31,30,150,70,,7/18/2018
,24:00:00,41.66,30,27,150,70,,7/19/2018
,24:00:00,43.5,31,20,150,70,,7/20/2018
,24:00:00,43.25,31,22,150,70,,7/21/2018
,24:00:00,44.91,31,30,150,70,,7/22/2018
,24:00:00,46.23,32,27,150,70,,7/23/2018
,24:00:00,44.92,32,27,150,70,,7/24/2018
,24:00:00,44.91,32,25,150,70,,7/25/2018
,24:00:00,44.53,32,27,150,70,,7/26/2018
,24:00:00,44.78,32,33,150,70,,7/27/2018
,24:00:00,44.92,33,33,150,70,,7/28/2018
,24:00:00,44.91,33,20,150,70,,7/29/2018
,24:00:00,44.91,36,33,150,70,,7/30/2018
,24:00:00,51.61,35,33,150,70,Chem Treated(7/31),7/31/2018
,24:00:00,49.9,33,27,150,70,,8/1/2018
,24:00:00,51.56,34,20,150,70,,8/2/2018
,24:00:00,0,34,0,0,0,,8/3/2018
,24:00:00,49.71,33,27,150,70,,8/4/2018
,24:00:00,49.9,33,27,150,70,,8/5/2018
,24:00:00,44.91,33,20,150,70,,8/6/2018
,24:00:00,49.9,33,40,150,70,,8/7/2018
,24:00:00,40.38,34,35,150,70,,8/8/2018
,24:00:00,46.09,34,37,150,70,,8/9/2018
,24:00:00,48.24,4,27,150,70,,8/10/2018
,24:00:00,46.58,4,35,150,70,,8/11/2018
,24:00:00,39.94,34,28,150,70,,8/12/2018
,24:00:00,49.62,4,32,150,70,,8/13/2018
,24:00:00,44.91,35,27,150,70,,8/14/2018
,24:00:00,49.9,34,15,150,70,,8/15/2018
,24:00:00,40.33,23,15,150,70,,8/16/2018
,24:00:00,41.58,30,20,150,70,,8/17/2018
,24:00:00,41.53,4,32,150,70,,8/18/2018
,24:00:00,48.33,33,26,150,70,,8/19/2018
,24:00:00,46.57,34,23,150,70,,8/20/2018
,24:00:00,49.9,34,28,150,70,,8/21/2018
,24:00:00,44.93,4,38,150,70,,8/22/2018
,24:00:00,41.6,35,38,150,70,,8/23/2018
,24:00:00,47.45,4,33,150,70,,8/24/2018
,24:00:00,49.36,4,13,150,70,,8/25/2018
,24:00:00,48.25,36,30,150,70,,8/26/2018
,24:00:00,38.83,36,33,150,70,,8/27/2018
,24:00:00,43.25,37,25,150,70,,8/28/2018
,24:00:00,43.24,37,15,150,70,,8/29/2018
,24:00:00,41.58,35,28,150,70,,8/30/2018
,24:00:00,58.28,4,38,150,70,,8/31/2018
,24:00:00,51.82,4,27,150,70,,9/1/2018
,24:00:00,46.57,37,40,150,70,,9/2/2018
,24:00:00,41.59,37,28,150,70,,9/3/2018
,24:00:00,41.19,37,23,150,70,,9/4/2018
,24:00:00,44.91,37,28,150,70,,9/5/2018
,24:00:00,43.88,74,40,150,70,,9/6/2018
,24:00:00,40,38,29,150,70,,9/8/2018
,24:00:00,49.75,38,28,150,70,,9/9/2018
,24:00:00,44.9,38,25,150,70,,9/10/2018
,24:00:00,44.92,38,25,150,70,,9/11/2018
,24:00:00,43.24,36,25,150,70,,9/12/2018
,24:00:00,41.59,34,30,150,70,,9/13/2018
,24:00:00,46.57,4,27,150,70,,9/14/2018
,24:00:00,48.23,4,33,150,70,,9/15/2018
,24:00:00,41.23,4,20,150,70,,9/16/2018
,24:00:00,46,37,30,150,70,,9/17/2018
,24:00:00,26.61,0,10,150,70,Production low due to recovering 20/50 hot oil,9/18/2018
,24:00:00,39.92,38,39,150,70,,9/19/2018
,24:00:00,36.61,33,35,150,70,,9/20/2018
,24:00:00,43.25,37,30,150,70,,9/22/2018
,24:00:00,45.18,4,35,150,70,,9/23/2018
,24:00:00,39.92,38,30,150,70,,9/24/2018
,24:00:00,34.98,39,34,150,70,,9/25/2018
,24:00:00,43.24,40,33,150,70,,9/26/2018
,24:00:00,48.71,41,22,150,70,,9/27/2018
,24:00:00,41.58,0,30,150,70,,9/28/2018
,24:00:00,43.27,0,36,150,70,,9/29/2018
,24:00:00,39.97,42,21,150,70,,9/30/2018
,24:00:00,53.19,40,30,150,70,,10/1/2018
,24:00:00,48.24,4,28,150,70,,10/2/2018
,24:00:00,43.25,4,36,150,70,,10/3/2018
,24:00:00,34.93,0,30,150,70,,10/4/2018
,24:00:00,52.18,43,36,150,70,,10/5/2018
,24:00:00,41.58,44,27,15,70,,10/6/2018
,24:00:00,44.93,44,30,150,70,,10/7/2018
,24:00:00,40.81,44,27,150,70,,10/8/2018
,24:00:00,41.07,44,0,150,70,,10/9/2018
,24:00:00,46.58,45,30,150,70,,10/10/2018
,24:00:00,39.91,71,29,150,70,,10/11/2018
,24:00:00,39.44,4,30,150,70,,10/13/2018
,24:00:00,41.58,4,23,150,70,,10/14/2018
,24:00:00,43.24,35,39,150,70,,10/15/2018
,10:00:00,19.96,29,13,150,70,Production low due to unit down because of storm.,10/16/2018
,1:00:00,1.66,15,0,150,70,high level kill due to oil leg plugging up.,10/17/2018
,12:00:00,19.96,21,10,150,70,"12hrs DT due to oil leg plugging off, flowline and equipment was hot oiled",10/18/2018
,24:00:00,65.28,25,0,150,70,Recovering 50bbls H/O down casing,10/19/2018
,24:00:00,31.6,23,0,150,70,recovering from H/O,10/20/2018
,24:00:00,38.26,0,30,150,70,,10/21/2018
,24:00:00,40.78,32,29,150,70,,10/22/2018
,24:00:00,44.92,4,27,150,70,,10/23/2018
,24:00:00,46.58,34,25,150,70,,10/24/2018
,24:00:00,39.91,34,20,150,70,,10/25/2018
,24:00:00,41.59,4,25,150,70,,10/26/2018
,24:00:00,41.58,31,27,150,70,,10/27/2018
,24:00:00,35.86,32,18,150,70,,10/28/2018
,24:00:00,44.93,33,15,150,70,,10/29/2018
,24:00:00,43.62,34,15,150,70,,10/30/2018
,24:00:00,39.92,35,22,150,70,,10/31/2018
,24:00:00,39.93,36,22,150,70,,11/1/2018
,24:00:00,39.51,42,20,150,70,,11/2/2018
,24:00:00,43.24,43,22,150,70,,11/3/2018
,24:00:00,43.25,42,27,150,70,,11/4/2018
,24:00:00,41.9,42,25,150,70,,11/5/2018
,24:00:00,46.57,43,25,150,70,,11/6/2018
,24:00:00,38.25,41,25,150,70,,11/7/2018
,24:00:00,34.93,37,25,150,70,,11/8/2018
,24:00:00,36.59,38,21,150,70,,11/9/2018
,24:00:00,41.58,43,24,150,70,,11/10/2018
,24:00:00,38.61,44,30,150,70,,11/11/2018
,24:00:00,39.92,44,14,150,70,,11/12/2018
,24:00:00,43.29,43,22,150,70,,11/13/2018
,24:00:00,34.93,40,23,150,70,,11/14/2018
,24:00:00,38.25,46,25,150,70,,11/15/2018
,24:00:00,41.58,4,25,150,70,,11/16/2018
,24:00:00,38.28,4,22,150,70,,11/17/2018
,24:00:00,35.01,44,22,150,70,,11/18/2018
,24:00:00,40.76,44,23,150,70,,11/19/2018
,24:00:00,38.25,41,26,150,70,,11/20/2018
,24:00:00,36.6,41,28,150,70,CHEM TREATED,11/21/2018
,24:00:00,43.24,43,15,150,70,,11/22/2018
,24:00:00,36.59,52,25,150,70,,11/23/2018
,24:00:00,33.21,28,29,150,70,20/50 Hot oil.,11/24/2018
,24:00:00,34.93,35,42,150,70,Recovering hot oil.,11/25/2018
,24:00:00,36.59,38,32,150,70,,11/26/2018
,24:00:00,39.92,38,23,150,70,,11/27/2018
,24:00:00,31.62,41,22,150,70,,11/28/2018
,24:00:00,38.03,49,24,150,70,,11/29/2018
,24:00:00,39.92,37,29,150,70,,11/30/2018
,24:00:00,34.93,39,25,150,70,,12/1/2018
,24:00:00,38.26,42,18,150,70,,12/2/2018
,24:00:00,44.91,46,19,150,70,,12/3/2018
,24:00:00,39.19,41,22,150,70,,12/4/2018
,24:00:00,39.61,37,25,150,70,,12/5/2018
,24:00:00,29.94,39,20,150,70,,12/6/2018
,24:00:00,38.25,39,20,150,70,,12/7/2018
,24:00:00,36.6,38,22,150,70,,12/8/2018
,24:00:00,31.76,38,20,150,70,,12/9/2018
,24:00:00,38.26,38,30,150,70,,12/10/2018
,24:00:00,38.25,37,22,150,70,,12/11/2018
,24:00:00,39.92,39,22,150,70,,12/12/2018
,24:00:00,37.53,38,18,150,70,,12/13/2018
,24:00:00,33.27,37,27,150,70,,12/14/2018
,24:00:00,33.27,37,18,150,70,,12/15/2018
,24:00:00,36.59,40,12,150,70,,12/16/2018
,24:00:00,38.26,41,20,150,70,,12/17/2018
,24:00:00,38.27,39,20,150,70,,12/18/2018
,24:00:00,31.08,38,20,150,70,,12/19/2018
,24:00:00,33.27,35,8,150,70,,12/20/2018
,24:00:00,31.6,36,16,150,70,,12/21/2018
,24:00:00,26.61,26,10,150,70,,12/22/2018
,24:00:00,0,37,0,0,0,,12/23/2018
,24:00:00,39.92,35,24,150,70,,12/24/2018
,24:00:00,37.85,36,18,150,70,,12/25/2018
,24:00:00,3.33,21,10,150,70,Gas locked.,12/26/2018
,24:00:00,50.57,24,10,150,70,,12/27/2018
,24:00:00,48.23,37,28,150,70,,12/28/2018
,24:00:00,39.51,33,25,150,70,,12/29/2018
,24:00:00,29.97,35,20,150,70,,12/30/2018
,24:00:00,34.93,37,20,150,70,,12/31/2018
,24:00:00,39.91,39,20,150,70,,1/1/2019
,24:00:00,38.26,40,18,150,70,,1/2/2019
,24:00:00,38.26,39,20,150,70,,1/3/2019
,24:00:00,36.61,36,20,150,70,,1/4/2019
,24:00:00,30.09,35,10,150,70,recovering hot oil.,1/5/2019
,24:00:00,33.26,36,11,150,70,,1/6/2019
,24:00:00,33.26,44,30,150,70,,1/7/2019
,24:00:00,43.25,40,18,150,70,,1/8/2019
,24:00:00,26.4,33,18,150,70,,1/9/2019
,0:00:00,0,16,0,100,70,"Gas locked, blew down well and got back pump action",1/10/2019
,24:00:00,56.64,34,17,220,70,Oil production high due to making up from DT,1/11/2019
,24:00:00,38.26,45,30,240,70,,1/12/2019
,24:00:00,41.58,53,25,240,70,,1/13/2019
,24:00:00,48.25,46,15,240,70,,1/14/2019
,24:00:00,34.1,45,22,240,70,,1/15/2019
,24:00:00,24.95,39,18,240,70,,1/16/2019
,24:00:00,34.53,51,20,240,70,,1/17/2019
,24:00:00,46.56,37,17,240,70,,1/18/2019
,24:00:00,30.87,39,18,240,70,,1/19/2019
,24:00:00,41.59,43,18,240,70,,1/20/2019
,24:00:00,33.27,29,18,240,70,,1/21/2019
,24:00:00,29.95,46,20,240,70,,1/22/2019
,24:00:00,38.26,37,17,240,70,,1/23/2019
,24:00:00,26.12,32,23,240,70,,1/24/2019
,24:00:00,36.67,42,20,240,70,,1/25/2019
,24:00:00,43.25,31,15,240,70,,1/26/2019
,24:00:00,29.94,35,18,240,70,,1/27/2019
,24:00:00,39.92,38,17,240,70,,1/28/2019
,24:00:00,31.61,25,20,240,70,,1/29/2019
,24:00:00,33.29,38,20,240,70,,1/30/2019
,24:00:00,26.67,39,22,240,70,,1/31/2019
,24:00:00,25.13,27,22,240,70,,2/1/2019
,24:00:00,48.24,44,12,240,70,,2/2/2019
,24:00:00,24.95,34,20,240,70,,2/4/2019
,24:00:00,43.01,38,10,240,70,,2/5/2019
,24:00:00,23.29,25,20,240,70,,2/6/2019
,24:00:00,31.6,34,20,240,70,,2/7/2019
,24:00:00,38.25,37,20,240,70,Slowed unit down to 6 spm.,2/8/2019
,24:00:00,28.27,28,10,240,70,,2/9/2019
,24:00:00,34.62,24,3,240,70,,2/10/2019
,24:00:00,25.05,22,2,240,70,Sped unit up to 6.5 spm.,2/11/2019
,24:00:00,31.63,31,20,240,70,,2/12/2019
,24:00:00,28.28,27,20,240,70,,2/13/2019
,24:00:00,36.59,36,20,240,70,,2/14/2019
,24:00:00,39.91,27,18,240,70,,2/15/2019
,24:00:00,28.99,30,20,240,70,,2/16/2019
,24:00:00,40.01,36,20,240,70,,2/17/2019
,24:00:00,29.95,12,10,240,70,,2/18/2019
,24:00:00,34.92,22,22,240,70,,2/19/2019
,24:00:00,38.25,10,18,240,70,,2/20/2019
,24:00:00,26.61,23,29,240,70,,2/21/2019
,24:00:00,29.94,33,32,240,70,,2/22/2019
,24:00:00,38.26,22,5,240,70,,2/23/2019
,24:00:00,31.7,26,22,240,70,,2/24/2019
,24:00:00,33.26,26,20,240,70,,2/25/2019
,24:00:00,29.94,22,15,240,70,,2/26/2019
,24:00:00,24.94,26,27,240,70,,2/27/2019
,24:00:00,38.37,27,20,240,70,,2/28/2019
,24:00:00,34.93,23,20,240,70,,3/1/2019
,24:00:00,31.6,26,20,240,70,,3/2/2019
,24:00:00,32.56,21,32,240,70,,3/3/2019
,24:00:00,34.94,25,27,240,70,,3/4/2019
,24:00:00,26.61,28,20,240,70,,3/5/2019
,15:00:00,18.29,23,9,240,70,Safety system supply froze off causing electrical safety system to trip,3/6/2019
,16:00:00,19.96,16,20,240,70,Production low due to well not being brought back online until 3pm,3/7/2019
,24:00:00,26.61,24,30,240,70,,3/8/2019
,24:00:00,32.72,24,36,240,70,,3/9/2019
,24:00:00,34.95,29,17,240,70,,3/10/2019
,24:00:00,23.29,16,38,240,70,,3/11/2019
,24:00:00,36.59,23,38,240,70,,3/12/2019
,24:00:00,29.94,24,25,240,70,,3/13/2019
,24:00:00,29.94,18,41,240,70,,3/14/2019
,24:00:00,31.62,21,9,240,70,,3/15/2019
,24:00:00,29.96,26,36,240,70,,3/16/2019
,24:00:00,31.62,13,34,240,70,,3/17/2019
,24:00:00,30.05,23,22,240,70,,3/18/2019
,24:00:00,36.74,25,13,240,70,,3/19/2019
,24:00:00,34.93,22,23,240,70,,3/20/2019
,24:00:00,39.82,21,23,240,70,,3/21/2019
,24:00:00,25.65,24,22,240,70,,3/22/2019
,24:00:00,31.66,26,28,240,70,,3/23/2019
,24:00:00,33.28,16,27,240,70,,3/24/2019
,24:00:00,39.92,16,25,240,70,,3/25/2019
,24:00:00,24.95,17,13,240,70,,3/26/2019
,24:00:00,31.6,27,0,240,70,,3/27/2019
,24:00:00,43.69,17,22,240,70,,3/28/2019
,24:00:00,28.28,21,29,240,70,Recovering hot oil.,3/29/2019
,24:00:00,36.59,26,47,240,70,,3/30/2019
,24:00:00,28.28,14,30,240,70,,3/31/2019
,24:00:00,34.93,28,25,240,70,,4/1/2019
,24:00:00,28.3,22,13,240,70,,4/2/2019
,24:00:00,34.96,26,28,240,70,,4/3/2019
,24:00:00,28.12,23,11,240,70,,4/4/2019
,24:00:00,34.93,32,32,240,70,,4/5/2019
,24:00:00,36.59,22,7,240,70,,4/6/2019
,24:00:00,33.28,19,27,240,70,,4/7/2019
,24:00:00,39.89,17,0,240,70,,4/8/2019
,24:00:00,29.94,23,17,240,70,,4/9/2019
,24:00:00,28.28,30,32,240,70,,4/10/2019
,24:00:00,29.94,23,15,240,70,,4/11/2019
,24:00:00,34.94,28,20,240,70,,4/12/2019
,24:00:00,34.94,19,20,240,70,,4/13/2019
,24:00:00,28.3,23,17,240,70,,4/14/2019
,24:00:00,38.26,22,18,240,70,,4/15/2019
,24:00:00,31.6,23,12,240,70,,4/16/2019
,24:00:00,29.94,4,28,240,70,,4/17/2019
,24:00:00,39.94,4,14,240,70,,4/18/2019
,24:00:00,30.86,4,18,240,70,,4/19/2019
,24:00:00,24.89,4,20,240,70,,4/20/2019
,24:00:00,31.6,4,18,240,70,,4/21/2019
,24:00:00,38.25,34,20,240,70,,4/22/2019
,24:00:00,33.26,34,15,240,70,,4/23/2019
,24:00:00,31.6,27,18,240,70,,4/24/2019
,24:00:00,26.42,31,17,240,70,,4/25/2019
,24:00:00,39.93,30,9,240,70,,4/26/2019
,24:00:00,29.94,24,17,240,70,,4/27/2019
,24:00:00,34.93,32,18,240,70,,4/28/2019
,24:00:00,28.28,24,9,240,70,,4/29/2019
,24:00:00,39.92,33,18,240,70,,4/30/2019
,24:00:00,28.27,24,5,0,0,,5/1/2019
,24:00:00,31.6,28,20,240,70,,5/2/2019
,24:00:00,38.36,4,13,240,70,,5/3/2019
,24:00:00,28.28,23,18,240,70,,5/4/2019
,24:00:00,39.92,30,10,240,70,,5/5/2019
,24:00:00,26.61,25,20,240,70,,5/6/2019
,24:00:00,36.59,33,10,240,70,,5/7/2019
,24:00:00,21.51,23,20,240,70,Production low due to Po Boy system being opened up to much,5/8/2019
,24:00:00,31.62,30,15,240,70,,5/9/2019
,24:00:00,31.61,29,25,240,70,,5/10/2019
,24:00:00,31,28,18,240,70,,5/11/2019
,24:00:00,35.55,33,15,240,70,,5/12/2019
,24:00:00,21.64,24,10,240,70,,5/13/2019
,24:00:00,34.93,31,10,240,70,,5/14/2019
,24:00:00,32.83,36,43,240,70,Recovering Hot oil.,5/16/2019
,24:00:00,20.04,24,10,240,70,,5/17/2019
,24:00:00,29.99,33,15,240,70,,5/18/2019
,24:00:00,24.96,23,15,240,70,,5/19/2019
,24:00:00,33.27,33,17,240,70,,5/20/2019
,19:00:00,21.62,33,8,240,70,Production low due to batteries in weatherford box stolen.,5/21/2019
,24:00:00,38.25,16,23,240,70,,5/22/2019
,20:00:00,16.63,24,4,240,70,"Production low due to BTU power outage at BTU plant, crews on scene working on issue",5/23/2019
,24:00:00,35.15,24,17,240,70,,5/24/2019
,24:00:00,33.26,24,18,240,70,,5/25/2019
,24:00:00,39.91,24,15,240,70,,5/26/2019
,24:00:00,28.27,24,0,240,70,,5/27/2019
,24:00:00,29.94,24,17,240,70,,5/28/2019
,24:00:00,26.63,24,17,240,70,,5/29/2019
,24:00:00,30.06,24,15,240,70,,5/30/2019
,24:00:00,27.7,24,16,240,70,,5/31/2019
,24:00:00,23.3,24,9,240,70,,6/1/2019
,24:00:00,28.27,24,16,240,70,,6/2/2019
,24:00:00,34.93,24,18,240,70,,6/3/2019
,24:00:00,26.61,24,13,240,70,,6/4/2019
,24:00:00,23.29,24,10,240,70,,6/5/2019
,24:00:00,28.24,24,13,240,70,,6/6/2019
,24:00:00,24.98,24,15,240,70,,6/7/2019
,24:00:00,31.61,24,15,240,70,,6/8/2019
,24:00:00,33.26,24,13,240,70,,6/9/2019
,24:00:00,26.61,24,15,240,70,,6/10/2019
,24:00:00,23.28,24,5,240,70,,6/11/2019
,24:00:00,29.94,24,18,240,70,,6/12/2019
,24:00:00,23.81,24,9,240,70,,6/13/2019
,24:00:00,33.27,24,20,240,70,,6/14/2019
,24:00:00,26.61,19,18,240,70,,6/15/2019
,24:00:00,29.94,29,17,240,70,,6/16/2019
,24:00:00,16.64,14,7,240,70,Production low due to weather.,6/17/2019
,24:00:00,21.63,7,2,240,70,HIGH LINE PRESSURE,6/18/2019
,24:00:00,28.28,33,32,240,70,,6/19/2019
,24:00:00,24.74,16,8,240,70,,6/20/2019
,24:00:00,26.61,22,0,140,70,Recovering from Hot oil.,6/21/2019
,24:00:00,26.62,4,32,140,70,,6/22/2019
,24:00:00,31.61,4,10,140,70,,6/23/2019
,24:00:00,36.59,4,13,140,70,,6/24/2019
,24:00:00,28.3,4,10,140,70,,6/25/2019
,24:00:00,26.63,4,13,140,70,,6/26/2019
,24:00:00,20.6,17,7,140,70,,6/27/2019
,24:00:00,24.95,32,10,140,70,,6/28/2019
,24:00:00,19.96,18,9,140,70,,6/29/2019
,24:00:00,21.62,14,4,140,70,,6/30/2019
,24:00:00,1.66,7,5,140,70,Production low due to well gas locking,7/1/2019
,24:00:00,34.93,10,0,140,70,Recovering Hot oil.,7/2/2019
,24:00:00,28.28,30,20,140,70,,7/3/2019
,24:00:00,23.82,20,25,140,70,,7/4/2019
,24:00:00,36.69,28,12,140,70,,7/5/2019
,24:00:00,24.97,14,13,140,70,,7/6/2019
,24:00:00,24.95,27,23,140,70,,7/7/2019
,24:00:00,21.62,15,10,140,70,,7/8/2019
,24:00:00,28.28,27,20,140,70,,7/9/2019
,24:00:00,23.29,13,5,140,70,,7/10/2019
,24:00:00,24.95,28,25,140,70,,7/11/2019
,24:00:00,26.61,15,15,140,70,,7/12/2019
,24:00:00,21.63,15,7,140,70,,7/13/2019
,24:00:00,30.9,29,22,140,70,,7/14/2019
,24:00:00,23.32,16,7,140,70,,7/15/2019
,24:00:00,31.61,29,17,140,70,,7/16/2019
,24:00:00,23.29,16,7,140,70,,7/17/2019
